minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
933,spoiled,6.406677516,4.88,2.1,2.44,6.58,3.17,68.95,57.81,1.22,9.71,4.37,75.8,38.8
934,spoiled,6.412195623,4.91,2.06,2.42,6.5,2.8,68.95,58.93,1.18,9.45,4.35,75.8,38.8
935,spoiled,6.41771319,4.84,2.07,2.42,6.48,2.98,71.56,58.36,1.21,9.16,4.37,75.8,38.8
936,spoiled,6.423230211,4.88,2.03,2.42,6.53,3.01,69.59,56.73,1.2,9.23,4.35,75.8,38.8
937,spoiled,6.428746677,4.91,2.04,2.42,6.53,3.07,69.59,59.5,1.21,9.27,4.37,75.9,38.8
938,spoiled,6.434262583,4.88,2.06,2.41,6.48,3.11,70.23,58.36,1.21,9.34,4.35,76.5,39
939,spoiled,6.439777921,4.86,2.04,2.41,6.45,3.16,70.89,59.5,1.18,9.41,4.37,75.8,38.8
940,spoiled,6.445292683,5.02,2.08,2.41,6.45,3.17,68.32,57.81,1.2,9.52,4.35,75.9,38.8
941,spoiled,6.450806861,4.88,2.06,2.41,6.45,3.21,70.23,58.36,1.21,9.52,4.39,75.9,38.7
942,spoiled,6.456320449,4.91,2.07,2.42,6.48,3.13,70.89,59.5,1.21,9.52,4.39,75.9,38.8
943,spoiled,6.461833437,4.86,2.07,2.44,6.48,3.21,69.59,57.81,1.2,9.49,4.35,75.9,38.8
944,spoiled,6.46734582,4.88,2.07,2.42,6.42,3.27,68.95,57.81,1.21,9.56,4.35,76,38.8
945,spoiled,6.472857588,4.86,2.08,2.44,6.5,3.24,68.32,58.36,1.21,9.6,4.35,76,38.8
946,spoiled,6.478368734,4.88,2.06,2.42,6.42,3.22,69.59,57.81,1.2,9.6,4.37,76,38.8
947,spoiled,6.483879249,4.91,3.04,2.41,6.42,3.22,68.95,59.5,1.22,9.64,4.41,76,38.7
948,spoiled,6.489389126,4.88,2.06,2.41,6.42,3.22,70.89,59.5,1.22,9.6,4.37,76,38.5
949,spoiled,6.494898356,4.93,2.07,2.41,6.4,3.22,68.95,59.5,1.22,9.64,4.43,76,38.7
950,spoiled,6.50040693,4.88,2.07,2.44,6.42,3.14,69.59,60.09,1.21,9.67,4.43,76,38.8
951,spoiled,6.505914841,4.93,2.07,2.42,6.45,3.1,69.59,58.36,1.23,9.45,4.41,76,38.8
952,spoiled,6.51142208,4.88,2.06,2.42,6.37,3.13,70.23,58.93,1.18,9.49,4.41,76,38.8
953,spoiled,6.516928637,4.93,2.04,2.42,6.4,3.13,70.23,61.28,1.18,9.45,4.37,76,38.8
954,spoiled,6.522434505,4.93,2.06,2.42,6.4,2.98,70.23,60.68,1.22,9.27,4.37,76.1,38.8
955,spoiled,6.527939674,4.93,2.07,2.42,6.42,2.92,69.59,59.5,1.21,9.05,4.39,76,38.7
956,spoiled,6.533444135,4.93,2.06,2.42,6.37,2.92,71.56,59.5,1.22,9.05,4.37,76,38.7
957,spoiled,6.538947879,4.95,2.03,2.42,6.4,2.92,70.23,61.28,1.18,8.98,4.41,76,38.8
958,spoiled,6.544450897,4.93,2.06,2.42,6.4,3.01,71.56,61.28,1.21,8.98,4.41,76.1,38.8
959,spoiled,6.54995318,4.95,2.07,2.42,6.32,3.05,71.56,60.09,1.18,8.98,4.37,76,38.7
960,spoiled,6.555454718,4.93,2.04,2.42,6.37,3.05,70.89,58.93,1.21,9.09,4.39,76.1,38.8
961,spoiled,6.560955501,4.97,2.04,2.42,6.4,3.08,68.95,61.9,1.18,9.12,4.37,76.1,38.8
962,spoiled,6.56645552,4.93,2.06,2.41,6.4,3.1,70.23,60.68,1.21,9.16,4.41,76.8,39
963,spoiled,6.571954765,4.91,2.04,2.42,6.4,3.07,70.23,60.09,1.18,9.12,4.37,76.1,38.8
964,spoiled,6.577453227,4.93,2.07,2.42,6.4,2.63,70.89,59.5,1.21,9.02,4.37,76.2,38.8
965,spoiled,6.582950894,4.91,2,2.39,6.32,2.72,70.23,60.09,1.21,8.11,4.33,76.2,38.8
966,spoiled,6.588447757,4.88,2,2.42,6.37,2.86,70.89,61.28,1.2,8.11,4.35,76.1,38.8
967,spoiled,6.593943806,4.91,2.03,2.42,6.32,2.79,69.59,60.68,1.2,8.14,4.35,76.2,38.8
968,spoiled,6.59943903,4.88,2.01,2.41,6.32,2.84,72.24,60.09,1.21,7.89,4.31,76.2,38.8
969,spoiled,6.604933419,4.88,2.03,2.42,6.34,2.98,70.89,61.28,1.18,7.98,4.37,76.2,38.9
970,spoiled,6.610426962,4.91,2.03,2.42,6.37,3.04,70.89,60.09,1.2,8.08,4.33,76.2,38.7
971,spoiled,6.615919648,4.88,2.01,2.42,6.32,3.1,71.56,60.09,1.22,8.17,4.33,76.3,38.8
972,spoiled,6.621411466,4.95,2.03,2.41,6.34,3.08,70.89,61.28,1.18,8.27,4.39,76.3,38.4
973,spoiled,6.626902405,4.91,2.07,2.42,6.32,3.11,71.56,61.9,1.21,8.27,4.37,76.3,38.8
974,spoiled,6.632392455,4.91,2.03,2.42,6.34,3.19,72.24,60.68,1.2,8.4,4.35,76.3,38.8
975,spoiled,6.637881603,4.93,2.07,2.38,6.74,3.21,70.89,60.09,1.21,8.43,4.39,76.3,38.8
976,spoiled,6.643369839,4.93,2.07,2.42,6.29,3.27,70.89,61.9,1.21,8.57,4.39,76.3,38.7
977,spoiled,6.64885715,4.93,2.06,2.42,6.29,3.21,70.89,60.68,1.23,8.6,4.33,76.4,38.7
978,spoiled,6.654343525,4.93,2.1,2.42,6.27,3.27,69.59,60.09,1.22,8.7,4.39,76.5,38.8
979,spoiled,6.659828952,4.91,2.03,2.42,6.29,2.98,70.89,60.68,1.21,8.4,4.39,76.4,38.5
980,spoiled,6.66531342,4.93,2.04,2.41,6.22,3.08,70.23,61.9,1.22,8.33,4.39,76.5,38.8
981,spoiled,6.670796915,4.93,2.03,2.41,6.29,3.1,71.56,61.9,1.18,8.4,4.39,76.5,38.8
982,spoiled,6.676279425,4.91,2.07,2.41,6.24,3.05,71.56,61.9,1.21,8.3,4.41,76.6,38.7
983,spoiled,6.681760939,4.91,2.04,2.44,6.29,3.14,71.56,61.9,1.21,8.4,4.41,76.5,38.8
984,spoiled,6.687241443,4.93,2.07,2.42,6.27,3.14,71.56,61.9,1.23,8.5,4.41,76.6,38.7
985,spoiled,6.692720925,4.93,2.06,2.42,6.22,3.21,71.56,61.9,1.23,8.6,4.41,76.7,38.7
986,spoiled,6.698199372,4.91,2.04,2.41,6.24,3.27,70.89,60.09,1.22,8.63,4.37,76.6,38.7
987,spoiled,6.703676771,4.93,2.04,2.42,6.29,3.27,70.89,61.28,1.21,8.74,4.39,76.6,38.7
988,spoiled,6.709153108,4.95,2.04,2.41,6.22,3.3,71.56,61.9,1.18,8.81,4.39,76.6,38.7
989,spoiled,6.71462837,4.95,2.04,2.39,6.22,3.3,71.56,61.9,1.22,8.95,4.39,76.7,38.7
990,spoiled,6.720102544,4.97,2.07,2.42,6.24,3.16,71.56,61.9,1.2,8.67,4.37,76.6,38.7
991,spoiled,6.725575615,4.97,2.07,2.41,6.22,3.17,70.89,61.28,1.22,8.74,4.43,76.6,38.7
992,spoiled,6.731047571,4.93,2.04,2.42,6.22,3.17,71.56,100.52,1.2,8.74,4.39,76.6,38.7
993,spoiled,6.736518397,4.93,2.07,2.41,6.22,2.96,70.89,61.9,1.18,8.53,4.41,77.3,39
994,spoiled,6.741988078,4.93,2.06,2.42,6.24,2.92,69.59,60.68,1.22,8.27,4.37,76.6,38.7
995,spoiled,6.747456601,4.95,2.07,2.41,6.19,3.04,70.89,60.68,1.22,8.33,4.41,76.7,38.7
996,spoiled,6.752923951,4.95,2.04,2.41,6.16,2.82,71.56,61.9,1.22,8.4,4.41,76.7,38.7
997,spoiled,6.758390113,4.93,2.06,2.42,6.22,2.92,71.56,61.9,1.22,8.14,4.41,76.7,38.7
998,spoiled,6.763855072,4.91,2.04,2.41,6.16,2.99,70.89,61.28,1.21,8.11,4.37,76.8,38.7
999,spoiled,6.769318813,4.88,2.07,2.41,6.22,3.01,71.56,61.28,1.2,8.27,4.43,76.8,38.7
1000,spoiled,6.774781322,4.91,2.07,2.41,6.22,3.07,71.56,63.81,1.21,8.3,4.43,76.8,38.9
1001,spoiled,6.780242581,4.93,2.06,2.41,6.19,3.08,70.89,61.28,1.22,8.3,4.37,76.8,38.7
1002,spoiled,6.785702577,4.95,2.04,2.42,6.22,3.07,70.89,61.28,1.23,8.33,4.39,76.9,38.7
1003,spoiled,6.791161293,4.95,2.06,2.41,6.19,3.1,70.23,63.16,1.21,8.47,4.39,77.5,39.6
1004,spoiled,6.796618713,4.88,2.01,2.39,6.16,2.67,72.94,63.16,1.21,7.64,4.39,76.8,38.7
1005,spoiled,6.802074821,4.91,2.04,2.39,6.22,2.76,73.64,64.47,1.21,7.4,4.41,76.9,38.7
1006,spoiled,6.8075296,4.88,2.03,2.42,6.19,2.74,70.89,62.53,1.22,7.29,4.35,77.4,38.7
1007,spoiled,6.812983035,4.88,2,2.42,6.19,2.87,72.24,62.53,1.21,7.31,4.35,77.1,38.8
1008,spoiled,6.818435107,4.88,2.03,2.42,6.22,2.93,72.94,62.53,1.23,7.4,4.35,77.1,38.7
1009,spoiled,6.823885801,4.91,2.04,2.41,6.14,3.01,72.24,61.28,1.21,7.58,4.39,77.2,38.7
1010,spoiled,6.8293351,4.93,2.04,2.42,6.14,3.05,69.59,61.9,1.22,7.7,4.41,77.2,38.3
1011,spoiled,6.834782985,4.91,2.07,2.44,6.19,3.04,71.56,63.16,1.2,7.83,4.41,77.2,38.7
1012,spoiled,6.840229439,4.93,2.06,2.42,6.14,3.08,70.23,61.28,1.21,7.92,4.41,77.3,38.7
1013,spoiled,6.845674445,4.91,2.04,2.42,6.14,3.21,72.94,63.16,1.23,7.98,4.37,77.3,38.7
1014,spoiled,6.851117984,4.91,2.04,2.41,6.16,3.1,69.59,61.28,1.24,8.04,4.41,77.2,38.8
1015,spoiled,6.856560039,4.88,2.04,2.39,6.11,2.86,70.23,62.53,1.23,7.95,4.29,77.3,38.6
1016,spoiled,6.86200059,4.91,2.07,2.41,6.11,2.93,70.89,63.16,1.21,7.76,4.35,77.3,38.7
1017,spoiled,6.86743962,4.93,2.07,2.41,6.14,2.95,71.56,62.53,1.23,7.73,4.37,77.3,38.3
1018,spoiled,6.87287711,4.91,2.04,2.42,6.14,2.96,70.23,62.53,1.23,7.73,4.33,77.2,38.7
1019,spoiled,6.87831304,4.88,2.07,2.42,6.11,2.95,72.94,62.53,1.23,7.76,4.37,77.3,38.7
1020,spoiled,6.883747391,4.88,2.07,2.42,6.11,2.89,72.24,62.53,1.18,7.83,4.37,77.3,38.7
1021,spoiled,6.889180144,4.93,2.03,2.41,6.09,2.74,72.94,64.47,1.23,7.43,4.27,76.7,37.9
1022,spoiled,6.894611278,4.88,2.06,2.42,6.11,2.8,72.24,63.81,1.22,7.34,4.33,77.3,38.7
1023,spoiled,6.900040775,4.93,2.03,2.41,6.09,2.86,70.89,62.53,1.22,7.4,4.29,77.3,38.7
1024,spoiled,6.905468614,4.91,2.04,2.41,6.11,2.87,72.24,62.53,1.22,7.55,4.33,77.3,38.7
1025,spoiled,6.910894774,4.88,2.04,2.42,6.09,2.89,72.94,63.81,1.23,7.61,4.29,77.2,38.7
1026,spoiled,6.916319235,4.93,2.03,2.41,6.11,2.76,70.89,62.53,1.21,7.49,4.35,77.3,38.7
1027,spoiled,6.921741976,4.93,2.04,2.42,6.09,2.86,71.56,63.81,1.21,7.46,4.29,77.4,38.7
1028,spoiled,6.927162975,4.91,2.03,2.41,6.06,2.89,70.89,62.53,1.24,7.52,4.27,77.3,38.7
1029,spoiled,6.932582212,4.93,2.04,2.41,6.11,2.93,70.89,61.9,1.22,7.64,4.27,77.4,38.7
1030,spoiled,6.937999665,4.91,2.07,2.42,6.09,2.93,71.56,62.53,1.23,7.64,4.31,77.4,38.8
1031,spoiled,6.943415311,4.88,2.07,2.42,6.09,2.96,72.24,62.53,1.22,7.86,4.29,77.3,38.8
1032,spoiled,6.948829129,4.93,2.04,2.41,6.06,2.72,71.56,63.81,1.24,7.67,4.31,77.3,38.8
1033,spoiled,6.954241097,4.88,2.07,2.42,6.04,2.83,72.24,63.81,1.23,7.58,4.37,77.4,38.8
1034,spoiled,6.959651192,4.88,2.04,2.42,6.09,2.84,70.23,62.53,1.22,7.58,4.35,77.4,38.8
1035,spoiled,6.96505939,4.91,2.04,2.42,6.09,2.84,72.24,63.81,1.23,7.61,4.31,77.4,38.8
1036,spoiled,6.970465669,4.93,2.07,2.39,6.04,2.86,72.94,64.47,1.23,7.7,4.29,77.4,38.8
1037,spoiled,6.975870006,4.91,2.04,2.41,6.06,2.86,70.23,61.9,1.22,7.73,4.31,77.4,38.8
1038,spoiled,6.981272376,4.88,2.03,2.42,6.04,2.62,70.89,62.53,1.22,7.64,4.39,77.4,38.8
1039,spoiled,6.986672756,4.91,2.04,2.42,6.06,2.7,73.64,64.47,1.23,7.37,4.41,77.4,38.8
1040,spoiled,6.992071121,4.91,2.03,2.41,6.06,2.72,73.64,63.81,1.22,7.34,4.33,77.5,38.8
1041,spoiled,6.997467447,4.91,2.01,2.39,6.01,2.76,70.23,62.53,1.23,7.4,4.33,77.5,38.8
1042,spoiled,7.002861709,4.91,2.07,2.41,6.04,2.73,71.56,63.16,1.23,7.49,4.41,77.5,38.8
1043,spoiled,7.008253883,4.88,2.04,2.42,6.01,2.76,72.94,64.47,1.22,7.52,4.43,77.5,38.8
1044,spoiled,7.013643942,4.88,2.03,2.42,6.01,2.73,72.94,64.47,1.2,7.55,4.39,77.5,38.8
1045,spoiled,7.019031862,4.91,2.03,2.41,6.01,2.73,70.89,62.53,1.22,7.52,4.41,78.2,39
1046,spoiled,7.024417616,4.91,2.04,2.41,6.01,2.72,70.23,62.53,1.24,7.46,4.39,77.5,38.8
1047,spoiled,7.029801178,4.86,2.03,2.41,5.99,2.7,71.56,64.47,1.24,7.4,4.37,77.6,38.8
1048,spoiled,7.035182522,4.91,2.07,2.41,5.99,2.73,71.56,62.53,1.23,7.49,4.43,77.6,38.8
1049,spoiled,7.04056162,4.88,2.03,2.42,6.01,2.72,72.94,63.16,1.24,7.49,4.43,77.6,38.7
1050,spoiled,7.045938447,4.86,2.04,2.42,6.01,2.7,72.24,64.47,1.23,7.52,4.41,77.6,38.8
1051,spoiled,7.051312973,4.88,2.03,2.41,5.96,2.42,70.89,62.53,1.27,7.49,4.37,77.7,38.8
1052,spoiled,7.056685173,4.91,2,2.39,6.01,2.46,72.24,65.15,1.23,6.67,4.35,78.3,39
1053,spoiled,7.062055017,4.82,2.03,2.41,6.01,2.57,73.64,65.15,1.23,6.61,4.39,77.7,38.7
1054,spoiled,7.067422477,4.91,2.04,2.41,5.96,2.63,73.64,65.15,1.23,6.7,4.37,77.7,38.7
1055,spoiled,7.072787525,4.84,2.01,2.41,5.96,2.66,70.89,63.81,1.22,6.78,4.39,77.8,38.7
1056,spoiled,7.078150132,4.91,2.04,2.41,5.96,2.69,73.64,64.47,1.24,6.78,4.41,77.7,38.7
1057,spoiled,7.083510269,4.84,2.01,2.41,5.96,2.63,72.94,63.81,1.23,6.8,4.35,77.8,38.7
1058,spoiled,7.088867906,4.88,2.01,2.41,6.01,2.69,73.64,65.83,1.22,6.86,4.37,77.8,38.7
1059,spoiled,7.094223012,4.86,1.98,2.41,5.91,2.55,72.24,62.53,1.23,6.35,4.33,77.7,38.9
1060,spoiled,7.099575559,4.86,2,2.41,5.96,2.55,72.24,64.47,1.23,6.2,4.35,77.8,38.7
1061,spoiled,7.104925515,4.82,2.01,2.39,5.96,2.57,73.64,64.47,1.23,6.25,4.39,77.9,38.7
1062,spoiled,7.11027285,4.82,1.97,2.39,5.91,2.62,72.24,63.81,1.23,6.25,4.33,77.9,38.7
1063,spoiled,7.115617531,4.86,1.98,2.41,5.96,2.64,72.24,64.47,1.23,6.35,4.35,77.8,38.7
1064,spoiled,7.120959529,4.88,2,2.41,5.94,2.69,72.24,62.53,1.24,6.43,4.33,77.9,38.7
1065,spoiled,7.12629881,4.88,2.01,2.41,5.94,2.72,73.64,60.09,1.23,6.56,4.39,78,38.7
1066,spoiled,7.131635343,4.84,2.01,2.41,5.96,2.7,72.24,62.53,1.24,6.61,4.31,78,38.9
1067,spoiled,7.136969095,4.84,2,2.41,5.94,2.7,73.64,63.81,1.22,6.72,4.33,78,38.7
1068,spoiled,7.142300033,4.84,2,2.42,5.91,2.69,72.24,64.47,1.24,6.78,4.35,78,38.7
1069,spoiled,7.147628124,4.88,2.03,2.41,5.91,2.69,71.56,62.53,1.22,6.89,4.37,78,38.7
1070,spoiled,7.152953334,4.84,2,2.41,5.94,2.63,71.56,63.16,1.24,6.94,4.37,78.1,38.7
1071,spoiled,7.158275629,4.84,2,2.41,5.91,2.63,72.24,62.53,1.24,7,4.39,78.1,38.7
1072,spoiled,7.163594975,4.86,2.01,2.42,5.94,2.56,72.94,64.47,1.22,7.03,4.39,78.1,38.7
1073,spoiled,7.168911337,4.88,2,2.41,5.91,2.55,70.23,62.53,1.26,7.06,4.39,78.1,38.9
1074,spoiled,7.174224679,4.84,2.01,2.39,5.91,2.33,72.24,62.53,1.24,6.07,4.39,78.1,38.7
1075,spoiled,7.179534968,4.82,1.97,2.39,5.89,2.42,72.24,63.81,1.22,6.02,4.29,78.2,38.7
1076,spoiled,7.184842166,4.84,1.98,2.42,5.94,2.48,72.24,63.16,1.26,6.04,4.29,78.2,38.7
1077,spoiled,7.190146237,4.82,2,2.42,5.91,2.45,73.64,64.47,1.24,6.09,4.35,78.1,38.7
1078,spoiled,7.195447146,4.84,1.98,2.41,5.89,2.53,74.36,64.47,1.24,6.17,4.31,78.2,38.7
1079,spoiled,7.200744854,4.84,2,2.42,5.89,2.2,54.92,65.15,1.22,6.32,4.37,78.1,38.7
1080,spoiled,7.206039325,4.84,2.01,2.41,5.94,2.57,72.94,63.16,1.24,6.4,4.33,78.1,38.8
1081,spoiled,7.211330521,4.86,1.98,2.39,5.86,2.52,70.89,63.81,1.22,6.48,4.31,78.1,38.7
1082,spoiled,7.216618404,4.82,2.01,2.41,5.89,2.55,73.64,64.47,1.23,6.4,4.31,78.2,38.7
1083,spoiled,7.221902935,4.8,2,2.41,5.89,2.46,73.64,64.47,1.23,6.17,4.29,78.8,39.6
1084,spoiled,7.227184075,4.84,1.97,2.41,5.91,2.49,72.24,64.47,1.23,6.2,4.27,78.2,38.7
1085,spoiled,7.232461785,4.84,2,2.39,5.89,2.52,70.89,62.53,1.24,6.27,4.31,78.2,38.7
1086,spoiled,7.237736026,4.86,1.97,2.41,5.89,2.53,72.24,63.16,1.23,6.32,4.29,78.3,38.7
1087,spoiled,7.243006757,4.82,2,2.41,5.91,2.55,74.36,64.47,1.23,6.43,4.33,78.2,38.9
1088,spoiled,7.248273937,4.86,2,2.39,5.89,2.56,70.89,62.53,1.24,6.48,4.33,78.3,38.7
1089,spoiled,7.253537527,4.86,2.01,2.39,5.84,2.45,72.24,64.47,1.22,6.25,4.31,78.4,38.7
1090,spoiled,7.258797484,4.86,2,2.39,5.84,2.46,72.94,65.15,1.22,6.12,4.33,78.4,38.3
1091,spoiled,7.264053766,4.86,1.97,2.39,5.84,2.46,71.56,63.16,1.24,6.09,4.29,78.4,38.6
1092,spoiled,7.269306332,4.82,1.98,2.39,5.84,2.48,73.64,64.47,1.24,6.15,4.27,78.5,38.7
1093,spoiled,7.27455514,4.84,1.98,2.42,5.14,2.46,72.94,64.47,1.23,6.2,4.27,78.5,38.7
1094,spoiled,7.279800145,4.86,1.97,2.39,5.84,2.52,72.24,63.16,1.23,6.3,4.27,78.5,38.8
1095,spoiled,7.285041304,4.82,1.98,2.41,5.89,2.51,70.89,62.53,1.24,6.35,4.27,78.5,38.7
1096,spoiled,7.290278575,4.86,2,2.39,5.82,2.42,72.94,64.47,1.23,6.35,4.31,78.5,38.7
1097,spoiled,7.295511912,4.86,1.98,2.39,5.86,2.45,72.94,64.47,1.23,6.22,4.31,78.5,38.2
1098,spoiled,7.30074127,4.86,2.01,2.39,5.86,2.45,72.24,64.47,1.23,6.27,4.33,78.5,38.7
1099,spoiled,7.305966606,4.88,2,2.38,5.84,2.41,74.36,64.47,1.23,6.02,4.27,78.5,38.7
1100,spoiled,7.311187872,4.84,1.97,2.39,5.51,2.38,71.56,64.47,1.22,6.04,4.31,78.6,38.7
1101,spoiled,7.316405023,4.82,2,2.41,5.86,2.41,74.36,64.47,1.23,6.04,4.33,78.6,38.8
1102,spoiled,7.321618013,4.84,1.97,2.39,5.84,2.4,73.64,64.47,1.23,6.07,4.31,78.6,38.7
1103,spoiled,7.326826795,4.82,2.01,2.41,5.86,2.42,72.24,62.53,1.26,6.02,4.29,78.6,38.7
1104,spoiled,7.332031321,4.84,2,2.39,5.82,2.32,74.36,64.47,1.23,5.7,4.29,78.6,38.3
1105,spoiled,7.337231543,4.8,1.96,2.39,5.82,2.34,73.64,63.81,1.22,5.58,4.25,78.7,38.7
1106,spoiled,7.342427414,4.86,1.97,2.38,5.82,2.38,73.64,65.83,1.22,5.63,4.31,78.7,38.7
1107,spoiled,7.347618884,4.84,1.98,2.39,5.77,2.73,72.24,63.16,1.24,5.63,4.27,78.7,38.7
1108,spoiled,7.352805905,4.84,1.94,2.36,5.82,2.19,74.36,64.47,1.23,5.04,4.29,78.7,38.8
1109,spoiled,7.357988426,4.78,1.94,2.39,5.84,2.27,72.94,63.81,1.22,4.84,4.27,78.7,38.7
1110,spoiled,7.363166398,4.82,1.93,2.38,5.82,2.28,72.94,64.47,1.23,4.78,4.25,78.7,38.7
1111,spoiled,7.368339771,4.8,1.94,2.39,5.84,2.3,74.36,65.83,1.23,4.76,4.23,78.7,38.3
1112,spoiled,7.373508493,4.82,1.94,2.38,5.82,2.34,74.36,65.83,1.23,4.8,4.27,78.7,38.7
1113,spoiled,7.378672512,4.84,1.97,2.38,5.84,2.36,72.94,63.16,1.24,4.76,4.25,78.7,38.7
1114,spoiled,7.383831778,4.8,1.94,2.38,5.37,2.36,72.24,63.81,1.22,4.82,4.31,78.8,38.7
1115,spoiled,7.388986237,4.82,1.94,2.38,5.79,2.4,73.64,65.83,1.23,4.87,4.23,78.7,38.8
1116,spoiled,7.394135836,4.82,1.96,2.39,5.79,2.4,72.24,64.47,1.23,4.84,4.29,78.8,38.7
1117,spoiled,7.399280523,4.84,1.13,2.39,5.86,2.44,72.24,62.53,1.24,4.89,4.25,78.8,38.7
1118,spoiled,7.404420244,4.82,1.97,2.39,5.79,2.41,72.24,63.16,1.24,4.93,4.29,78.8,38.3
1119,spoiled,7.409554944,4.82,1.94,2.39,5.84,2.44,72.24,62.53,1.24,4.91,4.25,78.8,38.6
1120,spoiled,7.414684568,4.8,1.93,2.39,5.79,2.45,72.24,63.16,1.22,4.99,4.27,78.8,38.6
1121,spoiled,7.419809062,4.86,2,2.3,5.77,2.4,74.36,64.47,1.24,5.06,4.29,79,38.6
1122,spoiled,7.424928369,4.86,1.98,2.39,5.77,2.4,72.24,64.47,1.23,5.02,4.35,78.9,38.7
1123,spoiled,7.430042434,4.82,1.96,2.39,5.79,2.37,72.24,63.16,1.24,5.08,4.31,79,38.6
1124,spoiled,7.4351512,4.84,1.22,2.39,5.82,2.33,72.24,63.81,1.23,5.13,4.35,79,38.6
1125,spoiled,7.440254609,4.8,1.94,2.39,5.77,2.29,72.24,62.53,1.22,4.97,4.31,79,38.3
1126,spoiled,7.445352604,4.84,1.97,2.38,5.79,2.3,72.94,64.47,1.24,4.95,4.33,79,38.6
1127,spoiled,7.450445128,4.88,1.96,2.38,5.74,2.23,73.64,65.83,1.22,4.97,4.31,79.1,38.6
1128,spoiled,7.45553212,4.82,1.97,2.33,5.86,2.25,74.36,64.47,1.23,4.87,4.37,79.2,38.6
1129,spoiled,7.460613523,4.84,1.96,2.41,5.82,2.27,72.94,64.47,1.22,4.97,4.37,79.1,38.6
1130,spoiled,7.465689277,4.84,1.96,2.39,5.79,2.25,73.64,64.47,1.23,4.95,4.37,79.2,38.6
1131,spoiled,7.470759321,4.86,1.92,2.39,5.79,2.25,72.94,63.81,1.21,5.02,4.35,79.3,38.6
1132,spoiled,7.475823596,4.82,1.96,2.39,5.79,2.21,72.24,65.15,1.22,5.04,4.39,79.3,38.3
1133,spoiled,7.48088204,4.82,1.97,2.39,5.74,2.19,73.64,65.83,1.23,4.91,4.39,79.3,38.6
1134,spoiled,7.485934591,4.84,1.96,2.39,5.79,2.2,73.64,64.47,1.23,4.97,4.37,79.4,38.6
1135,spoiled,7.490981188,4.84,1.96,2.33,6.27,2.16,72.94,64.47,1.23,4.95,4.35,79.4,38.6
1136,spoiled,7.496021769,4.82,1.96,2.41,5.79,2.16,70.89,63.81,1.22,4.89,4.39,79.4,38.6
1137,spoiled,7.501056269,4.86,1.96,2.39,5.79,2.15,70.89,62.53,1.23,4.89,4.33,79.4,38.6
1138,spoiled,7.506084626,4.82,1.13,2.39,5.74,2.14,72.94,64.47,1.23,4.99,4.39,79.4,38.6
1139,spoiled,7.511106777,4.86,1.96,2.39,5.77,2.12,72.24,63.81,1.23,5.02,4.39,79.4,38.2
1140,spoiled,7.516122656,4.86,1.94,2.41,5.77,2.15,70.89,62.53,1.24,5.04,4.39,79.4,38.6
1141,spoiled,7.521132198,4.86,1.96,2.39,5.79,2.11,72.94,64.47,1.26,5.08,4.37,79.4,38.6
1142,spoiled,7.526135338,4.8,1.94,2.39,5.72,2.01,72.24,63.81,1.23,4.61,4.31,79.5,38.6
1143,spoiled,7.531132011,4.82,1.92,2.38,5.72,2.07,74.36,65.15,1.22,4.49,4.31,79.4,38.7
1144,spoiled,7.53612215,4.8,1.93,2.39,5.74,2.06,73.64,63.81,1.24,4.59,4.29,79.5,38.6
1145,spoiled,7.541105688,4.82,1.93,2.36,5.74,2.06,74.36,65.15,1.23,4.43,4.27,79.5,38.6
1146,spoiled,7.546082558,4.78,1.94,2.38,5.77,2.09,72.94,63.81,1.23,4.51,4.27,79.5,38.2
1147,spoiled,7.551052692,4.82,1.96,2.36,5.7,2.07,72.24,64.47,1.23,4.55,4.31,79.5,38.5
1148,spoiled,7.556016021,4.78,1.96,2.38,5.72,2.11,72.24,63.16,1.23,4.55,4.33,79.6,38.5
1149,spoiled,7.560972478,4.78,1.96,2.38,5.41,2.1,72.24,62.53,1.23,4.61,4.29,79.6,38.5
1150,spoiled,7.565921992,4.82,1.96,2.38,5.72,2.11,72.94,65.83,1.23,4.7,4.33,79.6,38.7
1151,spoiled,7.570864495,4.82,1.94,2.39,5.7,2.12,70.89,62.53,1.22,4.7,4.27,79.7,38.5
1152,spoiled,7.575799915,4.8,1.94,2.36,5.7,2.14,73.64,64.47,1.22,4.76,4.33,79.7,38.5
1153,spoiled,7.580728183,4.84,1.93,2.38,5.72,2.11,72.24,63.81,1.22,4.8,4.27,79.7,38.1
1154,spoiled,7.585649227,4.82,1.93,2.39,5.72,2.14,70.89,63.16,1.22,4.82,4.27,79.7,38.5
1155,spoiled,7.590562975,4.84,1.93,2.39,5.74,2.09,72.24,63.81,1.22,4.78,4.33,79.7,38.5
1156,spoiled,7.595469357,4.8,1.93,2.39,5.7,2.07,73.64,65.15,1.23,4.8,4.27,79.7,38.6
1157,spoiled,7.600368298,4.82,1.94,2.38,5.7,2.1,72.24,63.81,1.24,4.84,4.27,79.7,38.7
1158,spoiled,7.605259727,4.82,1.94,2.39,5.74,2.09,73.64,64.47,1.23,4.72,4.29,79.7,38.5
1159,spoiled,7.610143569,4.84,1.94,2.39,5.74,2.06,72.24,64.47,1.24,4.72,4.27,79.7,38.6
