minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
3884,spoiled,8.52173913,5.13,2.14,2.38,6.96,1.62,61.5,64.47,1.18,26.07,6.05,81.9,39.4
3885,spoiled,8.52173913,5.13,2.14,2.39,6.94,1.63,60.48,63.81,1.16,26.07,6.1,81.9,39.4
3886,spoiled,8.52173913,5.15,2.14,2.36,6.91,1.63,60.48,63.81,1.17,26.07,6.08,81.8,39.4
3887,spoiled,8.52173913,5.15,2.14,2.38,6.91,1.63,61.5,65.83,1.16,25.95,6.08,81.8,39.4
3888,spoiled,8.52173913,5.13,2.13,2.38,6.94,1.62,60.48,63.81,1.16,26.07,6.1,81.8,39.4
3889,spoiled,8.52173913,5.15,2.11,2.36,6.91,1.62,59.49,64.47,1.18,26.2,6.1,81.8,39.5
3890,spoiled,8.52173913,5.17,2.13,2.38,6.91,1.63,61.5,65.15,1.15,26.2,6.1,81.7,39.5
3891,spoiled,8.52173913,5.13,2.14,2.38,6.91,1.63,60.48,63.81,1.17,25.95,6.05,81.7,39.4
3892,spoiled,8.52173913,5.15,2.13,2.38,6.91,1.62,59.98,63.81,1.16,26.2,6.13,81.7,39.4
3893,spoiled,8.52173913,5.17,2.11,2.38,6.96,1.59,59.98,64.47,1.18,26.33,6.1,81.7,39.4
3894,spoiled,8.52173913,5.17,2.11,2.39,6.99,1.6,60.48,65.15,1.15,26.2,6.13,81.6,39.4
3895,spoiled,8.52173913,5.13,2.13,2.38,6.96,1.62,60.99,65.15,1.15,26.2,6.13,81.6,39.5
3896,spoiled,8.52173913,5.13,2.13,2.38,6.94,1.62,60.48,65.83,1.16,26.07,6.1,81.6,39.4
3897,spoiled,8.52173913,5.17,2.1,2.39,6.99,1.6,60.48,65.83,1.16,26.33,6.13,81.6,39.5
3898,spoiled,8.52173913,5.13,2.11,2.38,6.94,1.62,60.48,63.81,1.18,25.95,6.08,81.5,39.4
3899,spoiled,8.52173913,5.15,2.14,2.38,6.94,1.63,60.99,65.83,1.17,26.2,6.13,81.5,39.4
3900,spoiled,8.52173913,5.17,2.13,2.38,6.94,1.6,59.49,63.16,1.2,25.95,6.08,81.5,39.5
3901,spoiled,8.52173913,5.17,2.13,2.38,6.99,1.6,59.49,63.81,1.17,25.95,6.08,81.5,39.4
3902,spoiled,8.52173913,5.17,2.11,2.38,6.99,1.62,59.49,63.81,1.15,26.2,6.16,81.4,39.4
3903,spoiled,8.52173913,5.15,2.13,2.38,6.94,1.63,62.02,65.83,1.16,26.07,6.13,81.4,39.5
3904,spoiled,8.52173913,5.15,2.13,2.38,6.94,1.6,61.5,65.15,1.12,25.95,6.08,81.3,39.4
3905,spoiled,8.52173913,5.15,2.13,2.38,6.94,1.6,60.99,65.83,1.18,26.2,6.08,81.3,39.5
3906,spoiled,8.52173913,5.19,2.13,2.38,6.96,1.62,59.98,63.81,1.2,25.95,6.1,80.7,39.5
3907,spoiled,8.52173913,5.19,2.1,2.38,7.02,1.6,60.48,63.81,1.17,26.2,6.16,79.3,39.4
3908,spoiled,8.52173913,5.15,2.11,2.36,6.96,1.64,60.99,65.83,1.18,26.07,6.1,74.4,39.5
3909,spoiled,8.52173913,5.15,2.1,2.36,6.96,1.67,62.02,65.83,1.18,26.07,6.1,63.7,39.4
3910,spoiled,8.52173913,5.15,2.16,2.36,6.99,1.67,61.5,65.83,1.15,26.33,6.1,64.8,39.4
3911,spoiled,8.52173913,5.15,2.11,2.39,7.02,1.67,59.98,63.81,1.2,26.86,6.1,65.6,39.5
3912,spoiled,8.52173913,5.19,2.13,2.38,7.05,1.67,59.98,63.81,1.16,26.07,6.16,65.1,39.4
3913,spoiled,8.52173913,5.19,2.13,2.36,6.96,1.68,59.49,63.81,1.17,26.2,6.16,65.1,39.4
3914,spoiled,8.52173913,5.17,2.1,2.38,7.02,1.71,60.48,65.15,1.17,26.33,6.13,65.1,39.5
3915,spoiled,8.52173913,5.1,2.13,2.36,7.05,1.71,59.98,63.16,1.2,26.07,6.1,64.6,39.5
3916,spoiled,8.52173913,5.22,2.14,2.36,6.96,1.74,59.49,63.81,1.17,26.07,6.13,64.3,39.4
3917,spoiled,8.52173913,5.17,2.13,2.38,7.02,1.78,61.5,65.83,1.16,26.47,6.16,63.6,39.4
3918,spoiled,8.52173913,5.19,2.07,2.39,7.08,1.76,59.49,63.81,1.2,26.2,6.08,63.3,39.4
3919,spoiled,8.52173913,5.19,2.11,2.38,7.05,1.78,60.99,65.15,1.16,26.47,6.16,63.4,39.5
3920,spoiled,8.52173913,5.19,2.14,2.38,7.08,1.76,59.98,63.81,1.16,26.33,6.13,63.5,39.5
3921,spoiled,8.52173913,5.15,2.13,2.39,7.08,1.77,60.99,65.15,1.17,26.2,6.13,63.5,39.4
3922,spoiled,8.52173913,5.17,2.1,2.38,7.02,1.72,60.99,65.83,1.18,26.33,6.13,63.1,39.5
3923,spoiled,8.52173913,5.22,2.11,2.36,7.02,1.74,60.48,64.47,1.2,26.2,6.1,64,39.4
3924,spoiled,8.52173913,5.19,2.14,2.36,7.02,1.74,60.48,65.83,1.16,26.2,6.1,63.4,39.4
3925,spoiled,8.52173913,5.19,2.17,2.41,7.11,1.68,57.58,63.81,1.17,26.47,6.13,63.7,39.4
3926,spoiled,8.52173913,5.24,2.13,2.38,7.05,1.65,58.52,65.83,1.18,26.73,6.18,63.9,39.5
3927,spoiled,8.52173913,5.24,2.14,2.38,7.05,1.63,59.49,63.81,1.2,26.33,6.18,63.3,39.4
3928,spoiled,8.52173913,5.19,2.11,2.39,7.08,1.59,59,65.83,1.2,26.2,6.13,63.2,39.4
3929,spoiled,8.52173913,5.26,2.08,2.38,7.08,1.56,59,53.69,1.17,26.2,6.13,63.2,39.4
3930,spoiled,8.52173913,5.22,2.13,2.41,7.16,1.54,57.58,63.16,1.2,26.47,6.16,63.5,39.4
3931,spoiled,8.52173913,5.24,2.1,2.38,7.13,1.49,57.58,64.47,1.2,26.07,6.13,62.9,39.4
3932,spoiled,8.52173913,5.22,2.08,2.38,7.11,1.47,58.05,63.81,1.2,26.33,6.16,63.4,39.4
3933,spoiled,8.52173913,5.22,2.1,2.38,7.16,1.47,57.58,64.47,1.17,26.07,6.13,63.7,39.4
3934,spoiled,8.52173913,5.26,2.11,2.39,7.19,1.46,58.05,63.16,1.2,26.33,6.18,64,39.4
3935,spoiled,8.52173913,5.26,2.1,2.39,7.22,1.45,58.05,64.47,1.2,26.2,6.18,62.2,39.4
3936,spoiled,8.52173913,5.22,2.08,2.39,7.19,1.43,59.49,63.81,1.2,26.2,6.16,62.2,39.4
3937,spoiled,8.52173913,5.26,2.07,2.38,7.16,1.43,59,65.15,1.2,26.07,6.21,61.9,39.4
3938,spoiled,8.52173913,5.26,2.08,2.39,7.22,1.43,58.05,64.47,1.17,26.2,6.18,62.9,39.4
3939,spoiled,8.52173913,5.26,2.11,2.39,7.22,1.43,58.05,65.15,1.2,26.33,6.23,62.7,39.4
3940,spoiled,8.52173913,5.24,2.07,2.39,7.19,1.43,58.05,65.15,1.17,25.2,6.16,63.9,39.3
3941,spoiled,8.52173913,5.19,2.08,2.38,7.19,1.45,57.58,64.47,1.18,25.2,6.18,63,39.3
3942,spoiled,8.52173913,5.24,2.06,2.39,7.19,1.46,57.13,64.47,1.17,24.83,6.16,62.8,39.3
3943,spoiled,8.52173913,5.19,2.1,2.38,7.19,1.46,77.35,63.81,1.2,25.07,6.21,64.4,39.3
3944,spoiled,8.52173913,5.22,2.1,2.39,7.19,1.48,57.13,64.47,1.2,24.95,6.21,64.1,39.4
3945,spoiled,8.52173913,5.19,2.1,2.41,7.16,1.51,57.58,63.16,1.2,25.07,6.21,64.4,39.3
3946,spoiled,8.52173913,5.24,2.08,2.38,7.16,1.55,58.05,63.16,1.17,24.95,6.16,64.2,39.3
3947,spoiled,8.52173913,5.22,2.08,2.41,7.19,1.66,58.05,64.47,1.17,25.2,6.16,64.1,39.3
3948,spoiled,8.52173913,5.26,2.13,2.41,7.16,1.76,58.05,63.81,1.2,25.32,6.21,63.9,39.3
3949,spoiled,8.52173913,5.24,2.13,2.41,7.13,1.85,58.05,64.47,1.17,25.44,6.16,62.6,39.3
3950,spoiled,8.52173913,5.31,2.13,2.39,7.19,1.92,58.05,63.81,1.18,25.57,6.16,62.9,39.4
3951,spoiled,8.52173913,5.26,2.16,2.41,7.16,1.99,57.13,64.47,1.18,25.95,6.21,63.1,39.3
3952,spoiled,8.52173913,5.24,2.16,2.39,7.22,2.01,57.13,63.81,1.18,26.07,6.23,63.1,39.3
3953,spoiled,8.52173913,5.28,2.14,2.38,7.16,1.99,57.13,64.47,1.2,25.95,6.18,64.7,39.3
3954,spoiled,8.52173913,5.31,2.14,2.39,7.22,1.97,57.58,63.16,1.2,26.07,6.21,64.5,39.3
3955,spoiled,8.52173913,5.26,2.13,2.39,7.22,1.94,58.05,65.83,1.17,26.2,6.21,64.7,39.3
3956,spoiled,8.52173913,5.28,2.13,2.38,7.16,1.94,58.05,63.81,1.17,26.07,6.18,64.2,39.3
3957,spoiled,8.52173913,5.24,2.11,2.39,7.16,1.92,56.67,73.48,1.2,26.33,6.21,64.5,39.3
3958,spoiled,8.52173913,5.24,2.14,2.41,7.19,1.9,57.58,63.16,1.18,26.73,6.18,63.4,39.3
3959,spoiled,8.52173913,5.22,2.13,2.39,7.13,1.89,56.67,63.81,1.2,26.47,6.18,63.1,39.3
3960,spoiled,8.52173913,5.26,2.13,2.38,7.16,1.87,58.05,65.83,1.17,26.6,6.16,62.8,39.3
3961,spoiled,8.52173913,5.26,2.11,2.39,7.22,1.86,57.13,65.83,1.17,26.47,6.13,62.8,39.3
3962,spoiled,8.52173913,5.24,2.13,2.39,7.16,1.84,59,63.16,1.18,26.6,6.18,63.5,39.3
3963,spoiled,8.52173913,5.19,2.1,2.39,7.13,1.84,58.52,65.83,1.17,26.33,6.18,63.9,39.3
3964,spoiled,8.52173913,5.24,2.14,2.38,7.13,1.84,59.49,63.81,1.15,26.86,6.21,63.4,39.2
3965,spoiled,8.52173913,5.22,2.14,2.39,7.19,1.81,59.49,63.81,1.2,26.47,6.21,63.3,39.6
3966,spoiled,8.52173913,5.22,2.11,2.39,7.16,1.81,57.58,65.83,1.18,26.86,6.18,63.5,39.3
3967,spoiled,8.52173913,5.22,2.11,2.38,7.13,1.84,59.98,65.83,1.16,26.47,6.13,63.8,39.3
3968,spoiled,8.52173913,5.17,2.11,2.41,7.19,1.84,59,66.53,1.17,26.47,6.16,64,39.3
3969,spoiled,8.52173913,5.15,2.1,2.38,7.19,1.84,60.48,65.15,1.18,26.33,6.13,64,39.2
3970,spoiled,8.52173913,5.17,2.11,2.38,7.16,1.89,60.48,65.15,1.2,26.2,6.16,63.7,39.3
3971,spoiled,8.52173913,5.17,2.11,2.38,7.16,2.23,60.99,65.83,1.18,26.6,6.16,63.8,39.3
3972,spoiled,8.52173913,5.15,2.11,2.38,7.11,2.49,62.02,65.83,1.17,26.33,6.16,63.8,39.3
3973,spoiled,8.52173913,5.17,2.16,2.36,7.13,2.52,60.48,63.81,1.17,26.47,6.16,63.7,39.3
3974,spoiled,8.52173913,5.15,2.16,2.38,7.19,2.49,60.99,64.47,1.18,26.33,6.16,64.5,39.3
3975,spoiled,8.52173913,5.33,2.11,2.39,7.13,2.48,61.5,66.53,1.17,26.6,6.16,63.5,39.3
3976,spoiled,8.52173913,5.19,2.11,2.38,7.13,2.44,60.99,65.83,1.16,26.73,6.21,63.6,39.3
3977,spoiled,8.52173913,5.15,2.16,2.38,7.08,2.41,62.02,65.15,1.2,26.47,6.16,63.5,39.3
3978,spoiled,8.52173913,5.17,2.97,2.38,7.11,2.37,60.99,64.47,1.2,26.33,6.13,63,39.3
3979,spoiled,8.52173913,5.19,2.13,2.38,7.16,2.33,60.48,63.81,1.15,26.6,6.21,62.7,39.3
3980,spoiled,8.52173913,5.15,2.14,2.38,7.13,2.29,62.02,67.25,1.15,26.73,6.23,61.7,39.3
3981,spoiled,8.52173913,5.19,2.14,2.36,7.13,2.27,61.5,64.47,1.18,26.47,6.16,61.4,39.2
3982,spoiled,8.52173913,5.15,2.16,2.39,7.11,2.23,61.5,65.15,1.15,26.73,6.16,62.8,39.3
3983,spoiled,8.52173913,5.19,2.13,2.38,7.16,2.21,62.02,65.83,1.18,26.86,6.23,63.1,39.3
3984,spoiled,8.52173913,5.15,2.11,2.36,7.11,2.17,62.02,67.25,1.17,26.6,6.16,63.2,39.3
3985,spoiled,8.52173913,5.19,2.14,2.39,7.16,2.14,62.02,65.83,1.15,26.47,6.16,62.1,39.3
3986,spoiled,8.52173913,5.15,2.17,2.39,7.13,2.14,62.02,64.47,1.17,26.47,6.18,62,39.3
3987,spoiled,8.52173913,5.19,2.13,2.36,7.13,2.11,60.48,63.81,1.17,26.86,6.21,62.7,39.3
3988,spoiled,8.52173913,5.17,2.16,2.38,7.13,2.1,60.99,64.47,1.17,26.73,6.16,60,39.3
3989,spoiled,8.52173913,5.15,2.16,2.38,7.13,2.09,63.64,63.81,1.15,26.6,6.23,61.4,39.3
3990,spoiled,8.52173913,5.19,2.11,2.38,7.22,2.05,61.5,66.53,1.17,26.86,6.21,61,39.3
3991,spoiled,8.52173913,5.15,2.13,2.38,7.19,2.05,62.02,66.53,1.15,26.86,6.21,60.4,39.3
3992,spoiled,8.52173913,5.15,2.13,2.36,7.13,2.05,57.13,66.53,1.18,26.6,6.13,61,39.3
3993,spoiled,8.52173913,5.19,2.14,2.36,7.13,2.03,57.58,65.15,1.18,26.6,6.13,61.7,39.3
3994,spoiled,8.52173913,5.17,2.14,2.38,7.16,2.02,59,63.81,1.17,26.6,6.13,61.7,39.3
3995,spoiled,8.52173913,5.19,2.14,2.38,7.22,2.01,59,65.15,1.17,26.6,6.21,61,39.3
3996,spoiled,8.52173913,5.17,2.13,2.39,7.22,2,59.49,65.15,1.16,26.73,6.16,61.2,39.3
3997,spoiled,8.52173913,5.19,2.11,2.38,7.19,1.99,59.98,66.53,1.16,26.86,6.23,61.8,39.3
3998,spoiled,8.52173913,5.19,2.14,2.38,7.19,1.99,59,63.81,1.17,26.73,6.18,62.2,39.3
3999,spoiled,8.52173913,5.19,2.11,2.38,7.13,1.99,59.98,65.83,1.16,26.73,6.21,62.5,39.3
4000,spoiled,8.52173913,5.15,2.14,2.38,7.22,1.97,60.48,65.15,1.17,26.6,6.18,62.1,39.3
4001,spoiled,8.52173913,5.17,2.14,2.38,7.22,1.96,60.99,65.15,1.18,26.73,6.18,62.1,39.3
4002,spoiled,8.52173913,5.19,2.16,2.36,7.22,1.97,59,63.81,1.17,26.73,6.23,62.4,39.3
4003,spoiled,8.52173913,5.19,2.14,2.36,7.22,1.99,60.99,65.15,1.12,27,6.23,62.6,39.4
4004,spoiled,8.52173913,5.22,2.13,2.36,7.22,1.96,59,64.47,1.18,26.86,6.23,62.8,39.3
4005,spoiled,8.52173913,5.17,2.14,2.38,7.22,1.97,60.48,66.53,1.17,26.73,6.16,62.9,39.3
4006,spoiled,8.52173913,5.19,2.16,2.38,7.25,1.95,59.49,63.81,1.15,26.73,6.18,60.3,39.4
4007,spoiled,8.52173913,5.22,2.16,2.36,7.16,1.97,59.49,63.81,1.17,26.86,6.21,60.3,39.3
4008,spoiled,8.52173913,5.19,2.13,2.36,7.16,1.99,60.48,65.83,1.17,26.86,6.23,60.5,39.3
4009,spoiled,8.52173913,5.17,2.16,2.38,7.25,1.96,59.49,64.47,1.15,26.73,6.18,62.2,39.4
4010,spoiled,8.52173913,5.22,2.16,2.38,7.19,1.96,59.49,63.81,1.17,26.47,6.21,62.5,39.3
4011,spoiled,8.52173913,5.15,2.11,2.39,7.22,1.96,60.99,66.53,1.16,27,6.26,60.5,39.3
4012,spoiled,8.52173913,5.17,2.14,2.38,7.28,1.95,59.98,65.83,1.17,26.86,6.26,60.2,39.3
4013,spoiled,8.52173913,5.22,2.16,2.36,7.19,1.96,59,63.81,1.17,26.73,6.23,59.6,39.3
4014,spoiled,8.52173913,5.08,2.16,2.38,7.22,1.96,59.98,65.83,1.18,27,6.28,59.2,39.3
4015,spoiled,8.52173913,5.17,2.11,2.38,7.25,1.94,59,63.81,1.18,26.86,6.28,59.1,39.3
4016,spoiled,8.52173913,5.15,2.16,2.38,7.22,1.94,60.48,65.15,1.15,26.73,6.23,59.5,39.3
4017,spoiled,8.52173913,5.22,2.08,2.36,7.19,1.95,59.98,64.47,1.18,26.73,6.26,59.4,39.3
4018,spoiled,8.52173913,5.22,2.13,2.38,7.22,1.95,59.49,66.53,1.17,27.14,6.31,58.6,39.3
4019,spoiled,8.52173913,5.22,2.13,2.38,7.16,1.94,59,64.47,1.2,26.73,6.26,59.4,39.3
4020,spoiled,8.52173913,5.17,2.16,2.38,7.16,1.96,59,64.47,1.18,26.6,6.26,59.4,39.3
4021,spoiled,8.52173913,5.22,2.16,2.36,7.05,2.29,59.98,64.47,1.18,26.73,6.26,59.4,39.3
4022,spoiled,8.52173913,5.19,2.16,2.38,7.16,1.96,59.98,65.83,1.16,26.86,6.31,59.6,39.3
4023,spoiled,8.52173913,5.24,2.17,2.38,7.19,1.95,58.52,64.47,1.18,26.73,6.26,59.7,39.3
4024,spoiled,8.52173913,5.24,2.18,2.38,7.19,1.96,58.52,65.15,1.16,26.86,6.31,59.8,39.3
4025,spoiled,8.52173913,5.24,2.18,2.39,7.22,1.95,59.98,65.15,1.16,26.86,6.28,60,39.3
4026,spoiled,8.52173913,5.24,2.17,2.38,7.16,1.96,59,63.81,1.16,26.6,6.26,59.7,39.3
4027,spoiled,8.52173913,5.26,2.14,2.39,7.16,1.97,59,64.47,1.18,26.86,6.26,60.1,39.3
4028,spoiled,8.52173913,5.22,2.14,2.38,7.13,2.01,61.5,65.83,1.16,26.86,6.31,59.5,39.3
4029,spoiled,8.52173913,5.19,2.16,2.39,7.19,2.03,59.49,63.81,1.16,26.73,6.26,60,39.3
4030,spoiled,8.52173913,5.22,2.16,2.38,7.13,2.11,58.52,63.81,1.17,26.73,6.26,59.3,39.3
4031,spoiled,8.52173913,5.19,2.14,2.39,7.16,2.12,59.98,66.53,1.16,27.14,6.31,59.1,39.3
4032,spoiled,8.52173913,5.19,2.16,2.39,7.16,2.14,59,65.15,1.16,26.86,6.26,58.9,39.3
4033,spoiled,8.52173913,5.26,2.14,2.38,7.13,2.12,58.52,65.15,1.18,26.73,6.28,60.1,39.3
4034,spoiled,8.52173913,5.19,2.16,2.39,7.16,2.11,58.52,65.15,1.17,26.86,6.28,60,39.3
4035,spoiled,8.52173913,5.26,2.14,2.38,7.13,2.11,59.98,71.83,1.16,26.86,6.26,60.3,39.3
4036,spoiled,8.52173913,5.19,2.16,2.39,7.19,2.07,58.52,63.81,1.17,27.14,6.34,60.5,39.3
4037,spoiled,8.52173913,5.24,2.16,2.38,7.13,2.09,58.52,63.81,1.17,26.73,6.26,60.7,39.3
4038,spoiled,8.52173913,5.24,2.14,2.38,7.19,2.06,59.98,65.83,1.15,27,6.31,60.3,39.3
4039,spoiled,8.52173913,5.24,2.16,2.38,7.16,2.05,59.49,66.53,1.16,27.27,6.34,59.7,39.3
4040,spoiled,8.52173913,5.24,2.16,2.38,7.19,2.05,59,65.83,1.16,27,6.31,60.1,39.3
4041,spoiled,8.52173913,5.24,2.16,2.38,7.13,2.06,58.52,64.47,1.16,26.6,6.31,60.4,39.3
4042,spoiled,8.52173913,5.19,2.11,2.38,7.19,2.05,59.49,66.53,1.17,26.6,6.31,60.1,39.2
4043,spoiled,8.52173913,5.24,2.17,2.36,7.11,2.06,59.98,66.53,1.15,26.33,6.26,59.4,39.3
4044,spoiled,8.52173913,5.19,2.16,2.39,7.16,2.03,59.98,65.83,1.15,26.6,6.34,61.8,39.3
4045,spoiled,8.52173913,5.22,2.16,2.38,7.11,2.05,58.52,64.47,1.2,26.33,6.28,61.9,39.3
4046,spoiled,8.52173913,5.24,2.16,2.36,7.11,2.05,58.52,63.81,1.17,26.33,6.26,61.6,39.3
4047,spoiled,8.52173913,5.22,2.16,2.38,7.19,2.05,59.49,63.81,1.18,26.47,6.34,60.8,39.3
4048,spoiled,8.52173913,5.22,2.14,2.36,7.11,2.03,58.52,63.81,1.2,26.47,6.34,60.9,39.2
4049,spoiled,8.52173913,5.19,2.14,2.38,7.13,2.03,59.98,65.15,1.15,26.86,6.18,60.9,39.3
4050,spoiled,8.52173913,5.19,2.16,2.39,7.16,2.05,59.49,65.15,1.16,26.73,6.26,60.7,39.2
4051,spoiled,8.52173913,5.22,2.17,2.38,7.11,2.03,58.52,64.47,1.2,26.6,6.28,60.8,39.2
4052,spoiled,8.52173913,5.22,2.16,2.38,7.16,2.02,58.52,64.47,1.16,26.6,6.28,61,39.3
4053,spoiled,8.52173913,5.26,2.16,2.29,7.13,2.02,58.52,63.81,1.16,26.73,6.31,60.5,39.3
4054,spoiled,8.52173913,5.26,2.16,2.36,7.16,2,58.52,64.47,1.17,26.73,6.34,60,39.3
4055,spoiled,8.52173913,5.24,2.17,2.36,7.13,2.02,58.52,64.47,1.17,26.73,6.31,61.7,39.2
4056,spoiled,8.52173913,5.19,2.14,2.38,7.13,2.02,59.98,66.53,1.18,27.14,6.31,59.9,39.3
4057,spoiled,8.52173913,5.26,2.14,2.38,7.16,2.01,58.52,63.81,1.18,27,6.31,59.6,39.2
4058,spoiled,8.52173913,5.26,2.16,2.38,7.13,2.02,59,63.81,1.17,26.86,6.31,59.5,39.3
4059,spoiled,8.52173913,5.22,2.16,2.38,7.16,2.03,59.98,66.53,1.17,27,6.31,60.1,39.3
4060,spoiled,8.52173913,5.22,2.16,2.38,7.16,2.03,60.48,64.47,1.17,27,6.28,60.2,39.2
4061,spoiled,8.52173913,5.26,2.13,2.38,7.16,2.03,59,63.81,1.18,27.27,6.36,60.8,39.3
4062,spoiled,8.52173913,5.19,2.14,2.39,7.19,2.05,59.98,65.83,1.16,27.27,6.36,61.1,39.3
4063,spoiled,8.52173913,5.26,2.16,2.38,7.16,2.09,58.52,63.81,1.18,27,6.31,60.9,39.2
4064,spoiled,8.52173913,5.19,2.11,2.39,7.22,2.11,58.52,63.81,1.16,27,6.31,60.7,39.3
4065,spoiled,8.52173913,5.19,2.14,2.38,7.19,2.27,59.49,66.53,1.15,27.27,6.34,60.5,39.2
4066,spoiled,8.52173913,5.19,2.16,2.39,7.25,2.36,59,63.81,1.17,27.27,6.36,59.9,39.3
4067,spoiled,8.52173913,5.26,2.16,2.38,7.19,2.42,58.52,64.47,1.38,27.14,6.31,59.9,39.3
4068,spoiled,8.52173913,5.26,2.16,2.38,7.19,2.56,59,63.81,1.17,27.14,6.31,60,39.3
4069,spoiled,8.52173913,5.22,2.13,2.38,7.22,2.73,59.98,66.53,1.16,27.41,6.36,60.1,39.3
4070,spoiled,8.52173913,5.22,2.17,2.39,7.22,2.77,59,63.81,1.17,27.14,6.31,60.1,39.3
4071,spoiled,8.52173913,5.26,2.14,2.38,7.22,2.79,59,65.15,1.17,27.27,6.34,60.3,39.3
4072,spoiled,8.52173913,5.24,2.18,2.36,7.22,2.79,58.52,63.81,1.17,27.14,6.31,59.6,39.3
4073,spoiled,8.52173913,5.22,2.14,2.38,7.25,2.77,59.49,63.81,1.16,27,6.34,59.9,39.3
4074,spoiled,8.52173913,5.26,2.18,2.39,7.28,2.74,59.49,66.53,1.17,27.27,6.23,59.6,39.3
4075,spoiled,8.52173913,5.26,2.18,2.38,7.25,2.76,58.52,63.81,1.16,27,6.39,56.9,39.3
4076,spoiled,8.52173913,5.24,2.2,2.39,7.25,2.76,60.99,65.83,1.18,27.14,6.31,57.2,39.3
4077,spoiled,8.52173913,5.24,2.21,2.39,7.31,2.76,59.49,65.15,1.16,27.41,6.39,56.7,39.2
4078,spoiled,8.52173913,5.24,2.24,2.32,7.98,2.82,59.98,65.15,1.16,27.41,6.34,56.9,39.2
4079,spoiled,8.52173913,5.28,2.24,2.38,7.28,2.93,60.48,63.81,1.16,27.27,6.34,55.4,39.1
4080,spoiled,8.52173913,5.24,2.2,2.41,7.34,3.07,60.48,63.81,1.16,27.14,6.31,54.8,39.2
4081,spoiled,8.52173913,5.26,2.2,2.39,7.37,3.21,59.98,65.83,1.16,27.14,6.31,54.5,39.1
4082,spoiled,8.52173913,5.24,2.17,2.39,7.34,3.28,59.49,65.83,1.16,27.69,6.39,54.9,39.1
4083,spoiled,8.52173913,5.31,2.17,2.39,7.31,3.36,55.78,65.15,1.16,27.41,6.36,54.4,39.1
4084,spoiled,8.52173913,5.24,2.18,2.39,7.34,3.38,58.52,65.83,1.15,27.14,6.39,54.6,39.1
4085,spoiled,8.52173913,5.28,2.16,2.38,7.31,3.41,58.52,65.83,1.18,26.86,6.36,54.4,39.1
4086,spoiled,8.52173913,5.24,2.16,2.39,7.34,3.38,59.98,66.53,1.16,27.14,6.39,54.8,39.1
4087,spoiled,8.52173913,5.28,2.17,2.38,7.34,3.38,58.52,63.81,1.17,26.6,6.34,55,39.1
4088,spoiled,8.52173913,5.26,2.18,2.38,7.28,3.35,58.52,65.83,1.16,26.86,6.34,54.7,39.1
4089,spoiled,8.52173913,5.24,2.18,2.39,7.28,3.32,59.98,66.53,1.16,26.86,6.39,54.7,39.1
4090,spoiled,8.52173913,5.26,2.23,2.41,7.31,3.33,59.98,66.53,1.16,26.86,6.36,54.5,39.1
4091,spoiled,8.52173913,5.35,2.26,2.39,7.28,3.43,59.98,63.81,1.18,26.73,6.34,53.4,39.1
4092,spoiled,8.52173913,5.35,2.32,2.41,7.37,3.54,58.52,64.47,1.16,27.14,6.36,53.8,39
4093,spoiled,8.52173913,5.35,2.35,2.44,7.34,3.72,59.49,65.83,1.17,27.14,6.36,54.1,39
4094,spoiled,8.52173913,5.38,2.35,2.44,7.4,3.88,59,63.81,1.18,27.14,6.39,53.9,38.9
4095,spoiled,8.52173913,5.42,2.39,2.42,7.43,3.97,58.52,62.53,1.17,27.41,6.36,53.3,38.9
4096,spoiled,8.52173913,5.38,2.33,2.42,7.4,4.04,59.98,64.47,1.18,27.55,6.39,52.8,38.8
4097,spoiled,8.52173913,5.4,2.29,2.41,7.37,4.06,58.05,63.16,1.17,27.55,6.41,53.2,38.9
4098,spoiled,8.52173913,5.38,2.32,2.41,7.4,4.04,58.52,63.16,1.18,27.41,6.39,51.8,38.8
4099,spoiled,8.52173913,5.38,2.29,2.42,7.4,4.07,58.52,63.16,1.16,27.69,6.44,51.6,38.8
4100,spoiled,8.52173913,5.4,2.36,2.42,7.43,4.07,59.49,63.16,1.16,27.55,6.36,51.3,38.8
4101,spoiled,8.52173913,5.4,2.36,2.42,7.37,4.11,59.98,64.47,1.18,27.55,6.39,52.2,38.8
4102,spoiled,8.52173913,5.4,2.35,2.42,7.4,4.11,59,64.47,1.15,27.97,6.44,50.5,38.8
4103,spoiled,8.52173913,5.42,2.35,2.41,7.37,4.06,58.52,63.16,1.18,27.69,6.41,51.1,38.8
4104,spoiled,8.52173913,5.4,2.3,2.42,7.37,4.11,59,64.47,1.16,27.69,6.41,51.4,38.7
4105,spoiled,8.52173913,5.4,2.3,2.42,7.4,4.07,59.49,64.47,1.16,27.97,6.41,50.5,38.8
4106,spoiled,8.52173913,5.42,2.29,2.41,7.4,4.04,58.52,63.16,1.16,27.83,6.44,51,38.7
4107,spoiled,8.52173913,5.45,2.29,2.41,7.4,4,59.49,65.15,1.17,27.69,6.41,50.6,38.7
4108,spoiled,8.52173913,5.38,2.26,2.41,7.4,4,59.49,64.47,1.15,27.97,6.47,49.9,38.7
4109,spoiled,8.52173913,5.38,2.32,2.42,7.37,3.97,59,64.47,1.18,27.69,6.41,50.5,38.7
